,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.7962795784555411,0.478903685790801,0.7108827682030977,0.8178137132937959,0.9949890257942786,-0.2993411291528217,1.0,0.4584479409878913,0.6075272752247605,-0.13421138737018723
Precision,0.7962795784555411,1.0,0.7654733415593156,0.9589696408650483,0.7652921568691687,0.7972562331507783,-0.2632876175858314,0.796279578455541,0.41298652108005124,0.6090552371672732,-0.09458274551312716
Recall,0.478903685790801,0.7654733415593156,1.0,0.9141768307124482,0.4156768192227847,0.4792830442791783,-0.015475474253722494,0.4789036857908011,0.11315145331684813,0.4658660799336858,-0.45782687491432367
F1-Score,0.7108827682030977,0.9589696408650483,0.9141768307124482,1.0,0.6780844190632754,0.7119535434253077,-0.16898638041248293,0.7108827682030977,0.293494736548074,0.625017324847597,-0.3160539256179895
ROC-AUC,0.8178137132937959,0.7652921568691687,0.4156768192227847,0.6780844190632754,1.0,0.8215316812093382,-0.2994426373546283,0.8178137132937959,0.3201925439505185,0.583225498350744,-0.2911346132552544
MCC,0.9949890257942786,0.7972562331507783,0.4792830442791783,0.7119535434253077,0.8215316812093382,1.0,-0.28041384142989,0.9949890257942786,0.45683348086726655,0.6097848247256329,-0.11687466091789168
Log Loss,-0.2993411291528217,-0.2632876175858314,-0.015475474253722494,-0.16898638041248293,-0.2994426373546283,-0.28041384142989,1.0,-0.2993411291528217,-0.35926053472955544,0.2951611041952494,-0.12238859508647136
Cohen's Kappa,1.0,0.796279578455541,0.4789036857908011,0.7108827682030977,0.8178137132937959,0.9949890257942786,-0.2993411291528217,1.0,0.4584479409878913,0.6075272752247606,-0.13421138737018729
Execution Time (s),0.4584479409878913,0.41298652108005124,0.11315145331684813,0.293494736548074,0.3201925439505185,0.45683348086726655,-0.35926053472955544,0.4584479409878913,1.0,0.5320996855299062,-0.044365101867923626
CV Accuracy (Mean),0.6075272752247605,0.6090552371672732,0.4658660799336858,0.625017324847597,0.583225498350744,0.6097848247256329,0.2951611041952494,0.6075272752247606,0.5320996855299062,1.0,-0.5285871279528378
CV Accuracy (Std Dev),-0.13421138737018723,-0.09458274551312716,-0.45782687491432367,-0.3160539256179895,-0.2911346132552544,-0.11687466091789168,-0.12238859508647136,-0.13421138737018729,-0.044365101867923626,-0.5285871279528378,1.0
