,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.959351635444584,0.4117914651805264,0.8278871464119408,0.820992690410545,0.9932202608115113,-0.7246870551489838,1.0,0.4293999629356142,0.4906082704733926,-0.09388258846007616
Precision,0.959351635444584,1.0,0.46283076057094036,0.8435401027261952,0.7936352452938668,0.9419498705273048,-0.7030564938094565,0.959351635444584,0.46108525659028254,0.5241962757421406,-0.13095412089433023
Recall,0.4117914651805264,0.46283076057094036,1.0,0.801346621977392,0.4201984409007217,0.4296770595328337,-0.14270949175362366,0.4117914651805264,-0.04935198562084968,0.4366283398373971,-0.46774766572146437
F1-Score,0.8278871464119408,0.8435401027261952,0.801346621977392,1.0,0.7206959163988638,0.8397104651440298,-0.4571443569613058,0.8278871464119408,0.2285721784806529,0.5825994103700934,-0.13412020354691143
ROC-AUC,0.820992690410545,0.7936352452938668,0.4201984409007217,0.7206959163988638,1.0,0.8473457762405431,-0.6884892301194308,0.820992690410545,0.06112017793156459,0.41613119735837617,-0.2864621394563474
MCC,0.9932202608115113,0.9419498705273048,0.4296770595328337,0.8397104651440298,0.8473457762405431,1.0,-0.7407228032605452,0.9932202608115113,0.37233771647355046,0.4338732251527256,-0.0523816483577321
Log Loss,-0.7246870551489838,-0.7030564938094565,-0.14270949175362366,-0.4571443569613058,-0.6884892301194308,-0.7407228032605452,1.0,-0.7246870551489838,-0.3781446540880503,-0.028985845480811675,-0.08171505630757668
Cohen's Kappa,1.0,0.959351635444584,0.4117914651805264,0.8278871464119408,0.820992690410545,0.9932202608115113,-0.7246870551489838,1.0,0.4293999629356142,0.4906082704733926,-0.09388258846007616
Execution Time (s),0.4293999629356142,0.46108525659028254,-0.04935198562084968,0.2285721784806529,0.06112017793156459,0.37233771647355046,-0.3781446540880503,0.4293999629356142,1.0,0.12882597991471856,0.22553355540891162
CV Accuracy (Mean),0.4906082704733926,0.5241962757421406,0.4366283398373971,0.5825994103700934,0.41613119735837617,0.4338732251527256,-0.028985845480811675,0.4906082704733926,0.12882597991471856,1.0,-0.5435733184539684
CV Accuracy (Std Dev),-0.09388258846007616,-0.13095412089433023,-0.46774766572146437,-0.13412020354691143,-0.2864621394563474,-0.0523816483577321,-0.08171505630757668,-0.09388258846007616,0.22553355540891162,-0.5435733184539684,1.0
