,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.8980740573717644,0.78255105689562,0.8676698873993745,0.6253204306798562,1.0,-0.4061973590677189,1.0,-0.1779405186150513,,
Precision,0.8980740573717644,1.0,0.9516249587478262,0.994210896393837,0.6814727874664797,0.8980740573717639,-0.49806419518132156,0.8980740573717639,-0.2559645134158004,,
Recall,0.78255105689562,0.9516249587478262,1.0,0.9791300486523296,0.7161148740394329,0.7825510568956198,-0.5262333294216861,0.7825510568956198,-0.2174332661484462,,
F1-Score,0.8676698873993745,0.994210896393837,0.9791300486523296,1.0,0.7011695914588866,0.8676698873993745,-0.5134566655770896,0.8676698873993745,-0.2453386990470242,,
ROC-AUC,0.6253204306798562,0.6814727874664797,0.7161148740394329,0.7011695914588866,1.0,0.6253204306798564,-0.6498488190195201,0.6253204306798564,-0.22790365309069713,,
MCC,1.0,0.8980740573717639,0.7825510568956198,0.8676698873993745,0.6253204306798564,1.0,-0.40619735906771887,1.0,-0.1779405186150513,,
Log Loss,-0.4061973590677189,-0.49806419518132156,-0.5262333294216861,-0.5134566655770896,-0.6498488190195201,-0.40619735906771887,1.0,-0.40619735906771887,-0.230377679560461,,
Cohen's Kappa,1.0,0.8980740573717639,0.7825510568956198,0.8676698873993745,0.6253204306798564,1.0,-0.40619735906771887,1.0,-0.1779405186150513,,
Execution Time (s),-0.1779405186150513,-0.2559645134158004,-0.2174332661484462,-0.2453386990470242,-0.22790365309069713,-0.1779405186150513,-0.230377679560461,-0.1779405186150513,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
