Precision,Recall
0.47293986636971047,1.0
0.48124645892351275,1.0
0.4854823959762231,1.0
0.49160782497974304,1.0
0.49166473720768694,1.0
0.49888379743860883,0.9997645396750647
0.4989424206815511,0.9997645396750647
0.4990010577036079,0.9997645396750647
0.5077732599856494,0.9997645396750647
0.5078947368421053,0.9997645396750647
0.5187538179596823,0.9997645396750647
0.5188172043010753,0.9997645396750647
0.5190074563011857,0.9997645396750647
0.5292284681540571,0.9997645396750647
0.5383639822447686,0.9995290793501295
0.5485913672783665,0.9995290793501295
0.5486622721985266,0.9995290793501295
0.5597310126582279,0.9995290793501295
0.5598786599841731,0.9995290793501295
0.5599525128611001,0.9995290793501295
0.5600263852242744,0.9995290793501295
0.5727199136535348,0.9995290793501295
0.5837458745874587,0.9995290793501295
0.5954551830551269,0.9995290793501295
0.5955387205387206,0.9995290793501295
0.6075007157171486,0.9992936190251942
0.6075876879026485,0.9992936190251942
0.6195414049948883,0.9988226983753238
0.6197224251278305,0.9988226983753238
0.632120489114226,0.998116317400518
0.6464307504575961,0.9978808570755827
0.6577598260059033,0.9969390157758418
0.6690909090909091,0.9964680951259712
0.6826472962066182,0.9957617141511655
0.6827575072650952,0.9957617141511655
0.6919299394336226,0.995290793501295
0.7031302031302031,0.9943489522015541
0.7032472939217319,0.9943489522015541
0.7120905099628504,0.9929361902519426
0.7122107752068907,0.9929361902519426
0.7244283995186522,0.9922298092771368
0.7245529573590096,0.9922298092771368
0.7337752965806001,0.9903461266776549
0.7407015688348316,0.9894042853779138
0.7496428571428572,0.9884624440781729
0.7577347566491768,0.9861078408288203
0.7672840638180818,0.9851659995290794
0.7752976190476191,0.9813986343301154
0.7856737856737857,0.9788085707558276
0.7858223062381853,0.9788085707558276
0.7944104134762634,0.9771603484812809
0.7945625119663029,0.9771603484812809
0.8007351518668988,0.9745702849069932
0.812881623005712,0.9717447610077702
0.8203545110535749,0.9698610784082882
0.8203187250996016,0.9696256180833529
0.8294010889292196,0.9684483164586767
0.8340451494813911,0.9656227925594537
0.842668863261944,0.9635036496350365
0.8512103505843072,0.9604426654108783
0.8573538721249209,0.9566753002119143
0.8575348248205994,0.9566753002119143
0.8631713554987213,0.953614315987756
0.8716508210890234,0.9498469507887921
0.8772657785542695,0.9458441252648929
0.8834328688343287,0.9404285377913821
0.8885165326184093,0.936425712267483
0.8963566417741571,0.9326583470685189
0.9029816513761468,0.927007299270073
0.9097674418604651,0.9211207911466918
0.916274694261524,0.9173534259477278
0.9225821819914245,0.911937838474217
0.9287611687998069,0.9055804097009654
0.9289855072463769,0.9055804097009654
0.935160264252508,0.8999293619025194
0.9388613861386138,0.8931010124793972
0.9408817635270541,0.884388980456793
0.9461871971435858,0.8735578055097716
0.9517259278484298,0.8634330115375559
0.954808197582764,0.8556628208146927
0.9570208222103577,0.8441252648928655
0.9624694044057656,0.8332940899458441
0.965183752417795,0.8224629149988227
0.9669004207573633,0.8116317400518013
0.9692307692307692,0.8010360254297151
0.9729178800232965,0.786672945608665
0.97592867756315,0.7732517070873558
0.9780755176613886,0.7562985636920179
0.9815625,0.7395808806216153
0.9827365728900256,0.7238050388509536
0.9849130862577894,0.7070873557805509
0.9868951612903226,0.6915469743348246
0.9882920110192838,0.675771132564163
0.9908353894959464,0.6618789733929833
0.9912854030501089,0.6428066870732282
0.9917572124391157,0.6232634801036026
0.9930097087378641,0.6020720508594302
0.9931699477701889,0.5820579232399341
0.992928452579035,0.5620437956204379
0.9939341421143848,0.5401459854014599
0.9936680235187698,0.5173063338827407
0.9936651583710407,0.5170708735578055
0.9952426260704091,0.4925829997645397
0.9970014992503748,0.4697433482458206
0.9968421052631579,0.4459618554273605
0.9971477467199087,0.4115846479868142
0.9987745098039216,0.38380032964445493
0.9993421052631579,0.35766423357664234
0.9992826398852224,0.32799623263480104
0.9991993594875901,0.29385448551919
0.9990974729241877,0.26065457970332
1.0,0.2291028961619967
1.0,0.1994348952201554
1.0,0.16929597362844362
1.0,0.1429244172356958
1.0,0.11608194019307747
1.0,0.09112314574994114
1.0,0.07134447845538026
1.0,0.05133035083588415
1.0,0.036260890040028255
1.0,0.022133270543913352
1.0,0.01177301624676242
1.0,0.005415587473510714
1.0,0.0014127619496114904
1.0,0.0
