metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,11.567344899815906,0.9843573130293682,False
Precision,Kruskal-Wallis,11.228337521260348,0.9872882465261372,False
Recall,Kruskal-Wallis,11.623340946727653,0.9838278064922803,False
F1-Score,Kruskal-Wallis,9.365184299938969,0.9967075388049416,False
ROC-AUC,Kruskal-Wallis,9.69309729233178,0.9957001329787883,False
MCC,Kruskal-Wallis,11.248362898932072,0.9871277677822746,False
Cohen's Kappa,Kruskal-Wallis,11.25167315964245,0.9871010917282278,False
AUC-PR,Kruskal-Wallis,5.144191543713118,0.9999834022726832,False
