metric,method,test,mean,std,p_value,normal_distribution
ROC-AUC,metoda1-3,Shapiro-Wilk,0.7661496207337616,0.3028823281673779,0.0045758278349688816,False
ROC-AUC,metoda1-4,Shapiro-Wilk,0.7745671882198266,0.3012821601899479,0.003136508474034413,False
ROC-AUC,metoda1-5,Shapiro-Wilk,0.766206289965192,0.30277855298699147,0.004587116745435641,False
ROC-AUC,metoda10,Shapiro-Wilk,0.7934509750537698,0.3008721810928782,0.00100906041385655,False
ROC-AUC,metoda11,Shapiro-Wilk,0.7771911002177061,0.3019444386365886,0.002926684127674283,False
ROC-AUC,metoda12-catboost,Shapiro-Wilk,0.7785769209558026,0.3002014920856993,0.0029138892071239974,False
ROC-AUC,metoda12-rf,Shapiro-Wilk,0.7082860206883931,0.38886326858611353,0.0016087346214538353,False
ROC-AUC,metoda13,Shapiro-Wilk,0.6908120248151314,0.38081927436183494,0.0031909619813936976,False
ROC-AUC,metoda14,Shapiro-Wilk,0.7266282492171955,0.39729053487740384,0.0007096007920445456,False
ROC-AUC,metoda15,Shapiro-Wilk,0.7390659882659867,0.30803337770112843,0.018423298921948168,False
ROC-AUC,metoda16,Shapiro-Wilk,0.6822024107650446,0.39102827295200376,0.007545758771398807,False
ROC-AUC,metoda17,Shapiro-Wilk,0.7558720040172139,0.30631693398250426,0.011137831337592207,False
ROC-AUC,metoda18,Shapiro-Wilk,0.7832476966281791,0.2980137724624699,0.0018424334302908174,False
ROC-AUC,metoda19,Shapiro-Wilk,0.7146504862412972,0.390489388286118,0.0011025400638621388,False
ROC-AUC,metoda20,Shapiro-Wilk,0.7390659882659867,0.30803337770112843,0.018423298921948168,False
ROC-AUC,metoda2,Shapiro-Wilk,0.7390659882659867,0.30803337770112843,0.018423298921948168,False
ROC-AUC,metoda3,Shapiro-Wilk,0.759435991901341,0.2959532536704849,0.006759495398004786,False
ROC-AUC,metoda4,Shapiro-Wilk,0.5554740053144485,0.24289005646255823,0.08946335823465136,True
ROC-AUC,metoda5,Shapiro-Wilk,0.706891784469932,0.3865496176378786,0.001516927942378242,False
ROC-AUC,metoda6,Shapiro-Wilk,0.7390659882659867,0.30803337770112843,0.018423298921948168,False
ROC-AUC,metoda7,Shapiro-Wilk,0.7772309159356892,0.2987198961256661,0.0026991163319850303,False
ROC-AUC,metoda8,Shapiro-Wilk,0.7390659882659867,0.30803337770112843,0.018423298921948168,False
ROC-AUC,metoda9,Shapiro-Wilk,0.806043882757949,0.3025270377273232,0.0004992852589760469,False
MCC,metoda1-1,Shapiro-Wilk,0.329638795961973,0.5789380539384116,0.17468442927517958,True
MCC,metoda1-2,Shapiro-Wilk,0.4079405168707509,0.6061759483852622,0.09535099939268209,True
MCC,metoda1-3,Shapiro-Wilk,0.4381947880025172,0.6015658054188909,0.037226061644414624,False
MCC,metoda1-4,Shapiro-Wilk,0.3196592442452096,0.5765371562664394,0.18112400610524276,True
MCC,metoda1-5,Shapiro-Wilk,0.45877426998578497,0.5938507227592377,0.026981937154148067,False
MCC,metoda10,Shapiro-Wilk,0.5476694955187194,0.6094295603886805,0.004384302436762104,False
MCC,metoda11,Shapiro-Wilk,0.48228773139330233,0.6071141256105353,0.016980209374282094,False
MCC,metoda12-catboost,Shapiro-Wilk,0.5062601489903586,0.6069456319015614,0.01236384102112181,False
MCC,metoda12-rf,Shapiro-Wilk,0.5473390962435462,0.36986087173029947,0.23331768278322496,True
MCC,metoda13,Shapiro-Wilk,0.46952894698849534,0.609008892438409,0.03378437883516883,False
MCC,metoda14,Shapiro-Wilk,0.5649748281655698,0.36619160955741714,0.21898740683204815,True
MCC,metoda15,Shapiro-Wilk,0.5140297886293811,0.359440675672565,0.3501411610201576,True
MCC,metoda16,Shapiro-Wilk,0.38083190914215037,0.6411262756522766,0.14623816237635057,True
MCC,metoda17,Shapiro-Wilk,0.31472862362571397,0.6030115892714251,0.19616822341142193,True
MCC,metoda18,Shapiro-Wilk,0.3890435080320321,0.5932907548825265,0.1005027676589676,True
MCC,metoda19,Shapiro-Wilk,0.4657160984684013,0.6017470522915698,0.02963042322049185,False
MCC,metoda20,Shapiro-Wilk,0.5140297886293811,0.359440675672565,0.3501411610201576,True
MCC,metoda2,Shapiro-Wilk,0.5140297886293811,0.359440675672565,0.3501411610201576,True
MCC,metoda3,Shapiro-Wilk,0.538187077724857,0.34578652185415204,0.47711258101765586,True
MCC,metoda4,Shapiro-Wilk,0.16234741473794745,0.1853458890092863,0.034310816569503855,False
MCC,metoda5,Shapiro-Wilk,0.5097795846180424,0.3694085625427606,0.1512071495234225,True
MCC,metoda6,Shapiro-Wilk,0.5140297886293811,0.359440675672565,0.3501411610201576,True
MCC,metoda7,Shapiro-Wilk,0.46576517238765347,0.5854655231821528,0.02217136159359783,False
MCC,metoda8,Shapiro-Wilk,0.5140297886293811,0.359440675672565,0.3501411610201576,True
MCC,metoda9,Shapiro-Wilk,0.4316312411170815,0.5911386202299271,0.044136140328102806,False
Cohen's Kappa,metoda1-1,Shapiro-Wilk,0.3227544635089785,0.5782250986179539,0.1928895081195403,True
Cohen's Kappa,metoda1-2,Shapiro-Wilk,0.40330334943758595,0.6052518785752087,0.10535440552599246,True
Cohen's Kappa,metoda1-3,Shapiro-Wilk,0.4341791344023551,0.6011815659012898,0.040347108555723744,False
Cohen's Kappa,metoda1-4,Shapiro-Wilk,0.3132739903657266,0.5748926931942131,0.1860184923368085,True
Cohen's Kappa,metoda1-5,Shapiro-Wilk,0.45280310675620977,0.5937084455130117,0.03150307482768851,False
Cohen's Kappa,metoda10,Shapiro-Wilk,0.5448415614285779,0.6088632434346024,0.004749234013925526,False
Cohen's Kappa,metoda11,Shapiro-Wilk,0.4793050786210068,0.6081350740160626,0.018812871133653934,False
Cohen's Kappa,metoda12-catboost,Shapiro-Wilk,0.5023895223115576,0.6070090746396686,0.013766102540498622,False
Cohen's Kappa,metoda12-rf,Shapiro-Wilk,0.5443261633263381,0.3689591101017766,0.2517363958722642,True
Cohen's Kappa,metoda13,Shapiro-Wilk,0.4615574074472786,0.6063746673378402,0.039157323798877035,False
Cohen's Kappa,metoda14,Shapiro-Wilk,0.558792725809027,0.36513511588040043,0.20135959422965283,True
Cohen's Kappa,metoda15,Shapiro-Wilk,0.5128324562080149,0.35978040597879263,0.34375189556485186,True
Cohen's Kappa,metoda16,Shapiro-Wilk,0.3809119850055608,0.6380206764539182,0.15079787454934518,True
Cohen's Kappa,metoda17,Shapiro-Wilk,0.30585319867579863,0.6024123002212327,0.18502359254739226,True
Cohen's Kappa,metoda18,Shapiro-Wilk,0.3853486222966099,0.5906771189892175,0.10711050090863539,True
Cohen's Kappa,metoda19,Shapiro-Wilk,0.45777922335276067,0.5990120455191141,0.034553051063971905,False
Cohen's Kappa,metoda20,Shapiro-Wilk,0.5128324562080149,0.35978040597879263,0.34375189556485186,True
Cohen's Kappa,metoda2,Shapiro-Wilk,0.5128324562080149,0.35978040597879263,0.34375189556485186,True
Cohen's Kappa,metoda3,Shapiro-Wilk,0.5352900807962789,0.3447317145799531,0.48770588150206073,True
Cohen's Kappa,metoda4,Shapiro-Wilk,0.1611505111562651,0.1837276185678909,0.036604731871493684,False
Cohen's Kappa,metoda5,Shapiro-Wilk,0.5078137178796582,0.36995464470072104,0.1468125575239409,True
Cohen's Kappa,metoda6,Shapiro-Wilk,0.5128324562080149,0.35978040597879263,0.34375189556485186,True
Cohen's Kappa,metoda7,Shapiro-Wilk,0.46379799688007306,0.5843644015009951,0.02250891801566014,False
Cohen's Kappa,metoda8,Shapiro-Wilk,0.5128324562080149,0.35978040597879263,0.34375189556485186,True
Cohen's Kappa,metoda9,Shapiro-Wilk,0.4278566962307816,0.5887769805597701,0.04616691614051724,False
AUC-PR,metoda1-1,Shapiro-Wilk,0.7749174099685234,0.24582688490356905,0.07543738301459851,True
AUC-PR,metoda1-2,Shapiro-Wilk,0.7841432959083026,0.23356048323623121,0.06837547438272724,True
AUC-PR,metoda1-3,Shapiro-Wilk,0.7700426022804534,0.24695355935453284,0.07881842873321498,True
AUC-PR,metoda1-4,Shapiro-Wilk,0.774465605579898,0.24567635243560315,0.07693951707996716,True
AUC-PR,metoda1-5,Shapiro-Wilk,0.7697504574941001,0.24707672265394565,0.08018204024247165,True
AUC-PR,metoda10,Shapiro-Wilk,0.8080550557810324,0.23338108553601059,0.01772817573522333,False
AUC-PR,metoda11,Shapiro-Wilk,0.8060887063345801,0.2356261524980491,0.023842962242436223,False
AUC-PR,metoda12-catboost,Shapiro-Wilk,0.7986517854348105,0.23875843826447554,0.03331299224331409,False
AUC-PR,metoda12-rf,Shapiro-Wilk,0.7474270397599999,0.28828832582624714,0.01620330318531673,False
AUC-PR,metoda13,Shapiro-Wilk,0.7453440129941025,0.2847297537026955,0.01670935340435914,False
AUC-PR,metoda14,Shapiro-Wilk,0.7748378998665287,0.2976669986471291,0.003107593513965257,False
AUC-PR,metoda15,Shapiro-Wilk,0.7600022886795441,0.24089385847821704,0.19678732760708173,True
AUC-PR,metoda16,Shapiro-Wilk,0.72064141367958,0.30277366213062235,0.027097943183366363,False
AUC-PR,metoda17,Shapiro-Wilk,0.7865396506573118,0.23911802502042126,0.051631730476547635,True
AUC-PR,metoda18,Shapiro-Wilk,0.8184064187693773,0.23177792400452857,0.010717691154123,False
AUC-PR,metoda19,Shapiro-Wilk,0.7632671755330984,0.29109866585155003,0.006754231136814845,False
AUC-PR,metoda20,Shapiro-Wilk,0.7600022886795441,0.24089385847821704,0.19678732760708173,True
AUC-PR,metoda2,Shapiro-Wilk,0.7600022886795441,0.24089385847821704,0.19678732760708173,True
AUC-PR,metoda3,Shapiro-Wilk,0.7777353896098823,0.2325041723673307,0.10321315346840632,True
AUC-PR,metoda4,Shapiro-Wilk,0.668634990968815,0.17320282345662283,0.011803673003765997,False
AUC-PR,metoda5,Shapiro-Wilk,0.7521269143345072,0.28693429749658195,0.012100422697207475,False
AUC-PR,metoda6,Shapiro-Wilk,0.7600022886795441,0.24089385847821704,0.19678732760708173,True
AUC-PR,metoda7,Shapiro-Wilk,0.7983456769562082,0.23085108031661408,0.034450760356177966,False
AUC-PR,metoda8,Shapiro-Wilk,0.7600022886795441,0.24089385847821704,0.19678732760708173,True
AUC-PR,metoda9,Shapiro-Wilk,0.8337198902292268,0.23512223453499087,0.003787788260440965,False
