,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.5263613559678152,0.6482037235521644,0.968786605003145,0.5263613559678152,1.0,-0.21046802247095636,1.0,0.1104957117972521,0.6320704540441744,-0.49958434765097853
Precision,0.5263613559678152,1.0,-0.29854071701326607,0.3187073944080697,0.45454545454545453,0.5263613559678152,-0.10178117720790342,0.5263613559678152,-0.3271537838825467,0.40743423523618716,-0.021098736814243055
Recall,0.6482037235521644,-0.29854071701326607,1.0,0.784963855863123,0.14927035850663303,0.6482037235521644,-0.10743559773528844,0.6482037235521644,0.42974239094115374,0.36669081171256845,-0.5907646307988056
F1-Score,0.968786605003145,0.3187073944080697,0.784963855863123,1.0,0.4939964613325081,0.968786605003145,-0.23915606736587006,0.968786605003145,0.19370367090379528,0.605557484635336,-0.5737925511348956
ROC-AUC,0.5263613559678152,0.45454545454545453,0.14927035850663303,0.4939964613325081,1.0,0.5263613559678152,-0.4362050451767289,0.5263613559678152,-0.21083243850208566,0.28765593913500986,0.07448044896552725
MCC,1.0,0.5263613559678152,0.6482037235521644,0.968786605003145,0.5263613559678152,1.0,-0.21046802247095636,1.0,0.1104957117972521,0.6320704540441744,-0.49958434765097853
Log Loss,-0.21046802247095636,-0.10178117720790342,-0.10743559773528844,-0.23915606736587006,-0.4362050451767289,-0.21046802247095636,1.0,-0.21046802247095636,0.08992248062015504,0.23432093530675782,-0.29440278154954463
Cohen's Kappa,1.0,0.5263613559678152,0.6482037235521644,0.968786605003145,0.5263613559678152,1.0,-0.21046802247095636,1.0,0.1104957117972521,0.6320704540441744,-0.49958434765097853
Execution Time (s),0.1104957117972521,-0.3271537838825467,0.42974239094115374,0.19370367090379528,-0.21083243850208566,0.1104957117972521,0.08992248062015504,0.1104957117972521,1.0,0.2842581838147554,-0.6663846744533611
CV Accuracy (Mean),0.6320704540441744,0.40743423523618716,0.36669081171256845,0.605557484635336,0.28765593913500986,0.6320704540441744,0.23432093530675782,0.6320704540441744,0.2842581838147554,1.0,-0.7726397311286604
CV Accuracy (Std Dev),-0.49958434765097853,-0.021098736814243055,-0.5907646307988056,-0.5737925511348956,0.07448044896552725,-0.49958434765097853,-0.29440278154954463,-0.49958434765097853,-0.6663846744533611,-0.7726397311286604,1.0
