,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.7698762543858776,0.3631667301429212,0.5629775809323783,0.6508645932502213,0.9997839005917502,-0.325672225102495,1.0,0.06307322840592625,0.07629817881475039,-0.013216960960863817
Precision,0.7698762543858776,1.0,0.6504096118294338,0.8101842774352924,0.6321939513303879,0.7709852944993381,-0.08311999712158807,0.7698762543858776,-0.15488701902656898,0.07629817881475039,-0.013216960960863817
Recall,0.3631667301429212,0.6504096118294338,1.0,0.9402239070837949,0.3442414044833317,0.36793824486690924,-0.07821402923816627,0.3631667301429212,0.1261516600615585,-0.2843194742745854,0.1872272609956403
F1-Score,0.5629775809323783,0.8101842774352924,0.9402239070837949,1.0,0.4426717424647604,0.5649498798527299,-0.08707181319712261,0.5629775809323783,0.11343300434854506,-0.2742645762808637,-0.06560936837982992
ROC-AUC,0.6508645932502213,0.6321939513303879,0.3442414044833317,0.4426717424647604,1.0,0.6530079122370258,-0.2023819673306094,0.6508645932502213,0.13148887114239202,0.22758037225042302,0.03187566252464134
MCC,0.9997839005917502,0.7709852944993381,0.36793824486690924,0.5649498798527299,0.6530079122370258,1.0,-0.31941953396672074,0.9997839005917502,0.056052976283192286,0.07629817881475039,-0.013216960960863817
Log Loss,-0.325672225102495,-0.08311999712158807,-0.07821402923816627,-0.08707181319712261,-0.2023819673306094,-0.31941953396672074,1.0,-0.325672225102495,-0.4944968553459119,0.06422122298923856,-0.08331447750475542
Cohen's Kappa,1.0,0.7698762543858776,0.3631667301429212,0.5629775809323783,0.6508645932502213,0.9997839005917502,-0.325672225102495,1.0,0.06307322840592625,0.07629817881475039,-0.013216960960863817
Execution Time (s),0.06307322840592625,-0.15488701902656898,0.1261516600615585,0.11343300434854506,0.13148887114239202,0.056052976283192286,-0.4944968553459119,0.06307322840592625,1.0,-0.2832320603627957,0.12585804048590712
CV Accuracy (Mean),0.07629817881475039,0.07629817881475039,-0.2843194742745854,-0.2742645762808637,0.22758037225042302,0.07629817881475039,0.06422122298923856,0.07629817881475039,-0.2832320603627957,1.0,0.3151136923864544
CV Accuracy (Std Dev),-0.013216960960863817,-0.013216960960863817,0.1872272609956403,-0.06560936837982992,0.03187566252464134,-0.013216960960863817,-0.08331447750475542,-0.013216960960863817,0.12585804048590712,0.3151136923864544,1.0
