Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
1.0,1.0,1.0,1.0,1.0,1.0,0.05747413822869045,1.0,0.8090314865112305,,
