Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev),run,dataset,method
0.5,0.0,0.0,0.0,0.0,0.0,0.930884719229896,0.0,3.234909772872925,,,run18_BuzzFeed_results.csv,BuzzFeed,run18
1.0,1.0,1.0,1.0,1.0,1.0,0.0018836890492305,1.0,537.9601039886475,,,run18_ISOT_results.csv,ISOT,run18
1.0,1.0,1.0,1.0,1.0,1.0,0.0310650492163687,1.0,977.4106001853944,,,run18_WELFake_results.csv,WELFake,run18
0.5,0.0,0.0,0.0,0.0,0.0,0.9372628764894017,0.0,0.2610273361206054,,,run19_BuzzFeed_results.csv,BuzzFeed,run19
1.0,1.0,1.0,1.0,1.0,1.0,0.0037282342177383,1.0,107.99696564674376,,,run19_ISOT_results.csv,ISOT,run19
0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.6648377423056375,0.0,203.5050523281097,,,run19_WELFake_results.csv,WELFake,run19
1.0,1.0,1.0,1.0,1.0,1.0,0.6930056375109868,1.0,1.6939995288848877,,,run20_BuzzFeed_results.csv,BuzzFeed,run20
1.0,1.0,1.0,1.0,1.0,1.0,0.6147319875999286,1.0,551.938318490982,,,run20_ISOT_results.csv,ISOT,run20
1.0,1.0,1.0,1.0,1.0,1.0,0.6908535603751477,1.0,972.6173598766328,,,run20_WELFake_results.csv,WELFake,run20
1.0,1.0,1.0,1.0,1.0,1.0,0.6930056375109868,1.0,1.6939995288848877,,,run2_BuzzFeed_results.csv,BuzzFeed,run2
1.0,1.0,1.0,1.0,1.0,1.0,0.6147319875999286,1.0,551.938318490982,,,run2_ISOT_results.csv,ISOT,run2
1.0,1.0,1.0,1.0,1.0,1.0,0.6908535603751477,1.0,972.6173598766328,,,run2_WELFake_results.csv,WELFake,run2
1.0,1.0,1.0,1.0,1.0,1.0,0.0574741382286904,1.0,0.8090314865112305,,,run3_BuzzFeed_results.csv,BuzzFeed,run3
1.0,1.0,1.0,1.0,1.0,1.0,0.2880270135509217,1.0,1334.400199651718,,,run3_ISOT_results.csv,ISOT,run3
0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.7260823370274232,0.0,5053.131594419479,,,run3_WELFake_results.csv,WELFake,run3
0.5,0.5,1.0,0.6666666666666666,0.5,0.0,7.9711926360440195,0.0,12.574240446090698,,,run4_BuzzFeed_results.csv,BuzzFeed,run4
0.5,0.5,1.0,0.6666666666666666,0.5,0.0,7.9711926360440195,0.0,1854.3867115974424,,,run4_ISOT_results.csv,ISOT,run4
0.5,0.5,1.0,0.6666666666666666,0.5,0.0,7.9711926360440195,0.0,1714.6323885917664,,,run4_WELFake_results.csv,WELFake,run4
0.5,0.0,0.0,0.0,0.0,0.0,1.1535354567233087,0.0,0.6140007972717285,,,run5_BuzzFeed_results.csv,BuzzFeed,run5
1.0,1.0,1.0,1.0,1.0,1.0,0.0008016963828328,1.0,120.74311542510986,,,run5_ISOT_results.csv,ISOT,run5
1.0,1.0,1.0,1.0,1.0,1.0,0.0781604009608665,1.0,190.2989685535431,,,run5_WELFake_results.csv,WELFake,run5
1.0,1.0,1.0,1.0,1.0,1.0,0.6930056375109868,1.0,1.6939995288848877,,,run6_BuzzFeed_results.csv,BuzzFeed,run6
1.0,1.0,1.0,1.0,1.0,1.0,0.6147319875999286,1.0,551.938318490982,,,run6_ISOT_results.csv,ISOT,run6
1.0,1.0,1.0,1.0,1.0,1.0,0.6908535603751477,1.0,972.6173598766328,,,run6_WELFake_results.csv,WELFake,run6
0.5,0.0,0.0,0.0,0.0,0.0,0.8842884620097393,0.0,0.4120047092437744,,,run7_BuzzFeed_results.csv,BuzzFeed,run7
1.0,1.0,1.0,1.0,1.0,1.0,0.2136090460351219,1.0,8.465759038925171,,,run7_ISOT_results.csv,ISOT,run7
0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.5682319107280304,0.0,14.441486120224,,,run7_WELFake_results.csv,WELFake,run7
1.0,1.0,1.0,1.0,1.0,1.0,0.6930056375109868,1.0,1.6939995288848877,,,run8_BuzzFeed_results.csv,BuzzFeed,run8
1.0,1.0,1.0,1.0,1.0,1.0,0.6147319875999286,1.0,551.938318490982,,,run8_ISOT_results.csv,ISOT,run8
1.0,1.0,1.0,1.0,1.0,1.0,0.6908535603751477,1.0,972.6173598766328,,,run8_WELFake_results.csv,WELFake,run8
0.5,0.0,0.0,0.0,0.0,0.0,0.7663884122296802,0.0,13.512322664260864,,,run9_BuzzFeed_results.csv,BuzzFeed,run9
1.0,1.0,1.0,1.0,1.0,1.0,0.0541976504364272,1.0,5067.048382043839,,,run9_ISOT_results.csv,ISOT,run9
1.0,1.0,1.0,1.0,1.0,1.0,0.3208970170165616,1.0,9097.104476690292,,,run9_WELFake_results.csv,WELFake,run9
